,Identifiers,Text_Data,Category
10,"consent,judgment,v, appeal,court",th october took appellant weeks carry replacement car eventually returned state worsened beyond ordinary problem exhaust manifold gasket respondents complaint appellant deteriorating condition formers vehicle latter dispatched one mechanics recovered vehicle respondents case appellant made diagnosis vehicle recommended overhauling cylinder head vide job card state car worsened second repairs degenerating subsequent uncalled series endless repairs resultantly appellants incompetence recklessness vehicles engine totally damaged vehicle respondents case alsosic dumped appellants onitsha office th september respondent removed forestall damage removal vehicle without complete engine automatic gear box startermotor air condition compressor hoses two waybills dated th september,Civil
11,"consent,judgment,v, appeal,court",respectively conveyed fact removal waybills issued appellant respondent relied upon trial latter onitsha workshop manager appellant respondent signatories said waybills respondent charter alternative vehicle daily cost n pleaded sought rely document establishing appellants negligence incompetence predicating damage suffered therefrom pragraph statement defence appellant admitted respondents vehicle first taken premises th october simple replacement cars exhaust manifold gasket details repairs authorised conducted contained job card appellant pleaded promised rely upon trial appellants case therefore repairs respondents vehicle conducted deligently professional skill competence required considered necessary,Civil
12,"consent,judgment,v, appeal,court",pertinent state nonproduction appellant subsequent job card sought relied upon respondent admitted evidence trial relevant job car card dated end trial trial court found respondent entered judgment following terms defendants company shall pay plaintiff sum nm cost replacement plaintiffs sel mecedez benz car engine damaged defendants company defendants company shall also pay plaintiff sum nk sic special damages chartering alternative vehicle plaintiff business personal movements days n per day car back road defendants company also pay plaintiff sum n general damages breach contract court also adjudged respondent entitled cost assessed n appellant,Civil
13,"consent,judgment,v, appeal,court",appellant dissatisfied lower courts decision come us instant appeal six grounds including omnibus ground six issues drawn grounds appeal presented appellants brief determination appeal issues whether learned trial judge right admit exhibit ca evidence whether learned trial judge correct held document contract exh e repair order whether learned trial judge correct held plaintiffrespondent bound plead particulars negligence merely indicating case suffices particulars negligence whether basis award n one million five hundred thousand naira learned trial judge held believe plaintiffrespondents evidence cost engines whether correct basis award n five hundred fifty thousand naira respondent general damages,Civil
14,"consent,judgment,v, appeal,court",whether preponderance evidence respondent discharged onus establishing negligence part appellant respondents part five issues formulated whether learned trial judge erred admission exh ca evaluation evidence two job cards namely job card job card formed basis parties contract respect plaintiffs mercedes benz car la mm whether facts various acts omission commission contained plaintiffs statement claim particularly paragraphs constitute particulars negligence part defendant whether award nm one million five hundred thousand naira cost mercedes benz sel car engine circumstance case outrageous award face unchallenged evidence pw pw attract intervention appellate court whether award n six hundred fifty thousand,Civil
15,"consent,judgment,v, appeal,court",naira general damages justified circumstance case arguing first issue appeal learned appellants counsel submitted exh ca wrongly admitted counsel submitted least three reasons document rejected firstly document photocopy foundation laid respondent admitted dw counsels view foundation laid admission document offended evidence act virtue act wrong secondly respondent plead seek reliance document admitted learned counsel accordingly argued evidence led proof unpleaded facts go issue must appeal expunged paragraph respondents statement claim referred lower court insufficient justify admission vital piece evidence lastly law appellant ought served notice produce document respondent allowed,Civil
16,"consent,judgment,v, appeal,court",tender exhibit admitted notice given reliance court improperly admitted document thereby occassioning miscarriage justice perverse use trial court put exh ca illegal must discountenanced counsel relied decision mogaji v odofin sc second issue learned appellants counsel contended courts finding job card rather exh e contract document parties wrong respondents case appellants negligence started th october appellant received vehicle ordinary complaint replacing cars exhaust manifold gasket paragraphs respondents statement claim clear import court made respondent case different one party presented courts finding offended content exh e clearly contract document pleaded respondent courts findings relation contract document pp contradictory,Civil
17,"consent,judgment,v, appeal,court",necessarily perverse finding must set aside place exh e treated court paramount contract document learned counsel cited authority legal principle enunciated case george ors v dominion flour mills ltd nlr furthermore assuming without necessarily conceding job card relevant contract document admitted parties unnecessary document proved appellant therefore tendered job card sought rely could issue lower court courts findings p castigating failure appellant tender job card making inference failure virtue section evidence act accordingly manifestly wrong appellants third issue related trial courts findings pp p court learned counsel submitted held necessary respondent plead particulars negligence sufficed simply indicate case respondent seeking make learned counsel referred,Civil
18,"consent,judgment,v, appeal,court",bullen leathes precedents pleadings th edition p show fallacy lower courts position negligence alleged necessary set facts constitute duty breach made issue necessary set details damages suffered counsel also cited courts decision adeoshun v adisa nwlr pt failure respondent plead necessary particulars made proof evidence particulars impossible decision evidence absence pleadings thereon went issue set aside appellants th issue determination appeal complained nk special damages granted respondent basis courts findings pp record learned counsel contended inspite courts disbelief evidence led respondent proof category damages court proceeded arbitrarily fix cost cars engine n million courts assessment legal basis special damages must strictly proved room judges individual assessment costs learned counsel urged view decisions,Civil
19,"consent,judgment,v, appeal,court",dumez nigeria ltd v patrick nwaka ogboli nlr ptl otaru sons ltd v idris anor c pt lower courts arbitrary assessment cannot sustained th issue appellants contention award nk general damages respondent proceeded wrong principles award learned counsel submitted made respondents inability collect cars automatic gear box alternator kick starter air condition compressor finding made p record related items special damages must specific pleadings lower court thus wrong substituting award special damages one general damages learned counsel referred supreme courts decision badmus v abegunde nwlr pt sc pt p j african shipping agency v kala sc support submissions sixth issue argued preponderance evidence respondent discharge burden proof required prove negligence throughout case respondent appellant contended direct evidence negligence,Civil
20,"consent,judgment,v, appeal,court",latters part whole admissible evidence led trial properly evaluated evidence led defence would far outweighed evidence offered proof respondents case authority decision mogaji v odofin supra lower courts decision must set aside looking issues formulated respondent determination appeal would wrong conclude intent purposes raise questions formulated argued appellant arguing appeal respondents first issue determination counsel submitted must relevance exh ca must paramount considering documents admissibility counsel argued paragraph respondents statement claim fact respondent would rely documents like exh ca pleaded document internal memo appellants company lower court enquire document acquired,Civil
21,"consent,judgment,v, appeal,court",face document seen relevant facts issue exh ca tended establish negligence appellant virtue paragraph statement claim sufficiently pleaded decisions oshunrinde v akande nwlr pt jennifer madike v igp nwlr pt dr torti v chris ukpabi sc iheanacho v uzochukwu nwlr pt scnj cited support argument counsel argument learned counsel since admission document caused injustice appellant lapse ignored put differently learned counsel submitted lower courts decision would even without wrongly admitted document testimonies pw pw remained unchallenged let alone contradicted yet respondent concede exh ca inadmissible simply basis appellant served notice produce appellant must known would required produce document virtue paragraph respondents statement,Civil
22,"consent,judgment,v, appeal,court",claim event counsel opined b evidence act made service notice appellant production original exh ca unnecessary nd issue respondents counsel argued whether finding fact made trial judge document applicable contract wrong hinged pleadings evidence offered proof parties fact respondents vehicle first taken appellant repairs october one admitted parties added fact repairs authorised conducted vehicle vide job card exh e also ceased issue fact vehicle returned complaint respondent appellant unsatisfactory repairs pursuant exh e also agreed one parties job card must deemed basis new fresh contract repairs respondents vehicle nd job card possession appellant respect appellant served notice produce notice avail findings lower court light,Civil
23,"consent,judgment,v, appeal,court",evidence act therefore correct findings perverse cannot reversed appeal learned counsel submitted lower courts decision must persist light decisions adewunmi ors nwlr pt lawai owosho ors v michael adebowale dada sc woluchem v gudi sc okpiri ors v john ors scnlr amongst ors arguing rd issue learned respondents counsel contended virtue paragraphs respondents statement claim sufficient particulars negligence appellants part furnished particulars acts appellant conduct repairs respondents vehicle counsel submitted evidence pw pw went proof allegations counsel also argued province pleadings evidence led trial encompassed indeed counsel emphasized order rule anambra state high court rules made inclusion evidence pleadings reprehensible moreover respondents claim virtue order rule rules required specific pleadings particulars negligence,Civil
24,"consent,judgment,v, appeal,court",therefore follow even true respondent supply particulars negligence omission would fatal eventual decision given trial court decision reflected p record perverse upheld submitted counsel relying case seismograph services nig ltd v mark nwlr pt p th issue appeal learned respondents counsel submitted award nm one million five hundred thousand naira respondents car engine outrageous argued since award based evidence court beyond reproach respondent paragraph claimed sum two million naira defendant replacement cars complete engine respondent alleged paragraph apart engine vehicles automatic gear box starter motor alternator air condition compressor hoses removed also virtue exh b counsel continued evidence,Civil
25,"consent,judgment,v, appeal,court",proffered establishing items complained infact returned evidence also given cost mercedes benz sel engine nm nm court awarded respondent based evidence sum nm ralher nm claimed appellant neither contradicted evidence led cost engine provided countercost one given respondents authority ojabu sons ltd v idris anor c pt ehimare anor v emhonyon nwlr pt nigerian maritime services ltd v beko afolabi sc award cannot overturned respect th issue learned respondent counsel submitted appellants complaint therein equally without legal basis virtue paragraph c statement claim respondent asked nmillion emotional distress financial social disability caused request n million also cater embarrassment inconvenience suffered award n made pursuant head claim nothing four missing parts engine counsel commended use decision banco de portugal v water,Civil
26,"consent,judgment,v, appeal,court",low sons ltd ac forestall interference lower courts award n general damages respondent also argued th issue formulated appellant determination appeal learned counsel adopted arguments proferred respondent respect stto th issue th issue well learned counsel finally submitted respondent discharged burden proof uncontradicted testimonies pw pw entitled judgment lower court appellant shown decision lower court perverse justify set aside authority decisions jennifer madike v igp nwlr pt oshurinde v akunde supra decision sustained perhaps pertinent commence consideration instant appeal stating far many issues unnecessarily formulated relied upon sides appeal truth single issue would adequately provided germane questions raised appeal state pleadings quantity quality evidence adduced parties various heads damages trial court sustainable law,Civil
27,"consent,judgment,v, appeal,court",issue formulated could naturally flowed omnibus ground appeal one grounds contained notice instant appeal proliferation issues must invariable frowned reasons farfetched consideration appeal argued basis unnecessarily proliferated issues involves avoidable waste courts counsels precious time energy furthermore clarity conclusions arrived pursuant often repetitive issues cases become beclouded efforts must thus geared towards formulation issues success arguments would result reversal decision appealed court indeed supreme court countlessly said much see araka v ejeugwu nwlr pt ca alhaji otaru sons ltd v ldris nwlr pt sc ubn pic v olori motors co ltd nwlr pt ca agbasi v ebikorefe nwlr pt sc may need consider whether exh ca rightly admitted lower court effect wrong admission decision,Civil
28,"consent,judgment,v, appeal,court",appealed must reminded exh ca circumstances document admitted effect mind judge course resolving issue court let state outrightly exh ca specifically pleaded respondent although ipse dexit respondents counsel appellant served notice produce examination record appeal us bear allegation dispute exhibit secondary evidence purported original original supposed internal memo written one staff appellants company onitsha office another lagos office record appeal clear dw tendered neither maker addressee document maker document testify also addressee essence possible crossexamine either maker exh ca person addressed content document importantly nothing record indicate exh ca infact written received persons alleged worst still neither judge judgment,Civil
29,"consent,judgment,v, appeal,court",reproduced content document court afforded opportunity physically examine content exhibit exh ca part record appeal transmitted court foregoing antecedents surrounding exhibit admission appropriate refer case iphie v plateau auditing co nrnlr case plaintiff sued balance salary accountant service defendant company plaintiff provided evidence services engaged orally accepted writing copy letter acceptance tendered evidence trial magistrate admitted copy inspite objection raised thereto notice produce served defendant plaintiff also led evidence show paid three times defendant tendered evidence counterfoils receipt book admissibility counterfoils objected basis copy plaintiffs letter employment magistrate admitted two categories document apparently basis notice necessarily required served defendants company appeal held foundation must necessarily laid,Civil
30,"consent,judgment,v, appeal,court",evidence actand since shown tendered document infact received defendant wrongly received evidence said exh ca singular reason adjudged inadmissible,Civil
31,"consent,judgment,v, appeal,court",lordships sidi dauda bagejustice court appeal joseph shagbaor ikyeghjustice court appeal tijjani abubakarjustice court appeal c limited chief harry akandeappelants federal airports authorityrespondents ratio decidendi action statement claimwrit summons effect claim contained writ andor statement claim trite nature claim contained writ andor statement claim determines jurisdiction court adjudicate matter vide ecobank nig plc vintercontinental bank plc nwlr pt justice eleluhabeeb anor v hon attorney general federation ors wrn first bank nigeria plc v government ondo state ors nwlr pt tukur v government gongola state nwlr pt onuorah v kaduna refining petrochemical co ltd nwlr pt read context view analytics jurisdiction jurisdiction federal high court whether federal high court jurisdiction respect trespass land considering issue exclusive jurisdiction federal high court section constitution altered parties action nature action must taken together vide lead judgment chukwumaeneh jsc ahmed v ahmed nwlr pt thus appellant referred relied case nepa v edegbero fwlr pt c nwlr pt contending provision section p r narrowly construed view enough identify rely proposition law per appellants case sole fact th respondent agency federal government sued conclusive issue words without adverting whether subjectmatter cause action matter also comes within exclusive purview federal high court deal would wrong proceed basis alone hold conclusion instant matter completely within exclusive ambit federal high court deal otherwise saying determine applicability provisions said subsections p q r section action subjectmatter cause action matter well parties sued action must examined ascertain whether factors must coexist connected action bring action within purview provisions said section ie section supra action come within exclusive jurisdiction federal high court think appellant misconstrued decision nepa v edegbero supra hope short observation corrected,Civil
32,"consent,judgment,v, appeal,court",misconception see also farouk salim v congress progressive change cpc ors wrn per lead judgment peter odili jsc following cases adeogun v fasogbon nwlr pt dingyadi v inec ors nwlr pt pdp v sylva nwlr pt beyond dispute respondent agency federal government thus satisfying first twin requirement nothing need said second indispensable requirement claim supra rooted trespass land perpetual injunction safeguard piece land furtherfuture acts alleged trespass claim fall within compass section constitution altered vide case adetona v zenith international bank ltd nwlr pt per lead judgment augie jca particular judgment fabiyi jca jsc page thus pertinent note basic complain respondent st appellant trespassed tortuously mortgage side henley industries ltd land trespass within purview section e constitution hold matter went supreme court reported adetona anor v zenith international bank plc nwlr pt judgment ngwuta jsc highlighted section e constitution altered one issues raised high court court appeal resolved appellant pursue supreme court apex court directed substantive case determined high court ogun state venue dispute accordingly stands reason lead judgment augie jca supported judgment fabiyi jca jsc quoted extant follow said judgment hold issue trespass land interest land perpetual respecting land allegedly trespassed upon within jurisdiction federal high court section constitution altered see also analogous land cases nkuma v odili nwlr pt federal mortgage bank nigeria v lagos state government ors nwlr pt nigerian institute medical research v national union road transport workers supra adetayo v ademola nwlr pt agree follow submission respondent virtue decision ogbonna v ag imo state nwlr pt title enactment helpful construction enactment agree appellants submission section g admiralty jurisdiction act given literal interpretation vide udoh v ohmb nwlr pt ignoring title admiralty jurisdiction act giving act literal interpretation think section g thereof wit admiralty jurisdiction federal high court includes matter arising within federal port national airport precincts supplied respondent really changes position land related matters specifically trespass land specie action covered land use act enlarged vest jurisdiction federal high court action trespass piece land courts hungry jurisdiction would interpretation strain expand jurisdiction beyond expressclear words statute constitution conferring jurisdiction vide african newspapers nig ltd v federal republic nigeria nwlr pt first issue resolved favour appellants court lacked jurisdiction entertain action read context view analytics practice procedure abuse courtjudicial processes instances abuse court process cannotwill arise respectful opinion suits proceed without collision cannot tagged abuse constitute abuse process court see christian outreach ministries inc ors v cobham anor nwlr pt per omokri jca blessed memory thus claims damages wrongful,Civil
